,documents,document_scores,document_ids
18,"PARIS, France (CNN) -- A Pablo Picasso sketchbook with 33 pencil drawings disappeared from a locked glass case in a museum in Paris overnight, the French Ministry of Culture announced Tuesday. The sketchbook was discovered missing from the Picasso Museum in Paris overnight. The police were immediately alerted, as was a special unit that combats the trade in stolen cultural artifacts. The sketchbook has a red varnished cover with the word ""Album"" inscribed on it in gold lettering, and measures 16 centimeters by 24 centimeters (6 inches by 9 inches). Picasso used the sketchbook between 1917 and 1924 when he was in his late 30s and early 40s. The period was extraordinarily eventful for the artist, including collaborations and tours with the Ballets Russes, his marriage to Olga Khokhlova, a dancer from the company, and the birth of his son Paul. Picasso was shifting from the famous Cubist style he helped create to his neo-Classical phase during the years covered by the sketchbook, according a biography on his official Web site. CNN's Niki Cook contributed to this report .",0.6708013,4741
19,"HONG KONG, China (CNN) -- On the eve of what was to become the biggest sale ever of a Chinese contemporary painting, Trevor Simon wanted to get the word out about ""Execution,"" a painting he had hidden from everybody. The painting had been stored in a  London warehouse for more than a decade after arriving from Hong Kong. ""Not a single person in the world had seen it other than me for more than a decade,"" said the 36-year-old investment banking strategist by phone from London on Thursday. That includes his mother and the woman he loves. Beijing artist Yue Minjun's painting, inspired by the bloody crackdown on Tiananmen Square in 1989, sold for 2.9 million pounds ($5.9 million) Friday night in London. The sale exceeded the 2.15 million pounds ($4.37 million) paid in June for the previous record, Yue's ""The Pope."" Simon remembers seeing the oil painting at Manfred Schoeni's gallery in Hong Kong during the late 1990s and how it fascinated him at first sight. ""As soon as I saw it, my whole self changed,"" he said. ""I realized that this stood for everything that was going on at the time, so I was stunned into silence literally. I saw what was happening in China. I was rising in banking, and I saw an execution of people who were smiling. ""I saw that was what was going on in banking."" Schoeni and Simon were already on friendly terms, and Schoeni had wanted to show him ""Execution,"" which had been covered up. But when Simon insisted he wanted the painting, he recalled Schoeni telling him it wasn't going anywhere and was not for sale. But Simon said he would not leave and remembered saying: "" 'Fine, have a drink with me.' And maybe I loosened his head a bit. After a couple hours, I struck a deal."" A junior investment banker in his 20s at the time, Simon would spend $250,000 Hong Kong dollars ($32,200), or two-thirds of his annual salary, on ""Execution."" The painting reflected what he felt was going on in the world in which he worked: a soulless place. ""While you can apply a good mind, the job eats your life. You spend 14 hours in the markets. A week in Paris, a week in London running around. No life. My girlfriend didn't want to be with me: 'I can't have you.'"" She'd leave him and has since become engaged to someone else, he said. ""It was not only an image of an execution of characters in front of the walls of Tiananmen, but an execution of me,"" he said, describing himself as ""committed to this painting."" Under the terms of the deal he struck with Schoeni, the painting was to be ""out of sight for five years"" and shipped to London, Simon explained. He described the painting -- at 3 meters (10 feet) wide and 1.5 meters (5 feet) high -- as ""monumental,"" ""physical,"" and ""like a wall."" He put ""Execution"" in a box, shipped it out of Hong Kong to London. ""And it hasn't moved since that day. It's in a crusty warehouse behind a main road."" He finds a key distinction between ""Execution"" and Francisco de Goya's ""The Third of May, 1808: The Execution of the Defenders of Madrid"" and Edouard Manet's ""The Execution of the Emperor Maximilien of Mexico."" In those, he said, ""that's murder, true assassination of a political figure. But here [with ""Execution""], it's far more potent. Because they're killed by culture."" The laughing was a ""response to unimaginable persecution,"" he said. ""You don't know what the hell else to do. You're nervous. You're not laughing, 'Ha ha hee hee.'"" As for the underwear, Simon said, ""You're stripped down, you're defenseless. Even worse, you're being shot with cultural forces, not bullets."" And while the man on the far right of Manet's painting cocks the gun and delivers the coup de grace, the figure in ""Execution"" has a similar role, said Simon. ""He's wearing a generic T-shirt -- the guy who's delivering the last shot to be delivered into the heartland of Chinese heritage."" Yue's painting was in keeping with ""cynical realism,"" the term coined by art critic Li Xianting to describe post-Tiananmen artists disillusioned by and critical of Chinese society, Simon said. When asked if he, as a young 20-something, ever harbored doubts or questioned his sanity about dishing out a large portion of his salary for this work, Simon replied: ""No, no, no, no. I knew. I stood there. You just know. You just absolutely know beyond all doubt that the theme is something special. ""This art was a representation of all the ambition and all the anxiety that had been held back behind the Chinese wall and was now allowed to live, allowed to go free. ""I knew without a millionth of a doubt that that was the story of China on canvas."" Simon said he would probably cry if he and Yue met. ""He's an immensely brave man, anyone who paints like this. None of his paintings are as politically dangerous as this."" Simon left the painting in a box in the warehouse and never brought it out or hung it up, despite having other work elsewhere in his house. For one thing, Schoeni was murdered in 2004 in the Philippines. Simon felt that it was because Schoeni was involved in championing the works of people from ""repressive"" countries. The painting became a mental crutch for him. He determined that he would walk out on the most important job he could think of in investment banking, one that earned him more than a million dollars a year. ""The painting helped me leave the job because I could see a country being executed and surviving, and so maybe I could too,"" he said in a follow-up email. Simon had left Hong Kong for ""the lion's den,"" as he put it, in London, where he felt further ""executed by the politics and chaos one step below the top rung of the bank."" The very top was where the more rational and humanity prevailed, he said. ""All the rest is scratching and positioning and seldom is the best thing done."" He'd leave his job. That was five years ago, and while he is still involved in finance, he works on his own now, he said. Selling the painting brings Simon full circle to being ""un-Executed,"" he said. Yue's got a new museum and is being recognized by the Chinese government. ""He's no longer repressed by China. And I'm no longer repressed by commercial ambition. It's about doing it the right way,"" Simon said. ""The value of this piece is not the dollar value. It's lovely to have that extra money. But the real value, should I die tomorrow morning, has already been placed in my heart,"" he said. ""I'm not laughing at being shot at. What I'm most proud of is the courage to live. ""God gave me talents. I'm going to use them for good, not for money. Not for trading."" But first, he plans to get the girl back.",0.6627942,4066
20,"(CNN) -- Gunpowder, fireworks and attention-grabbing installations mark Cai Guo-Qiang as one of the world's biggest and brightest artists. Cai's fireworks will be seen by millions during the Olympics opening and closing ceremonies. The Chinese artist is about to show the world what he can do with a spectacular pyrotechnics display at the opening of the Olympic Games in Beijing. Despite not having lived in China since 1986, Cai has been selected to be the Director of Visual and Special Effects for both the opening and closing ceremonies at the Games. For the 51-year-old contemporary artist, whose work has previously caused controversy in China, the politics that have been swirling around the Games are secondary to the event itself. ""In any country, in any city, there will be political influence on what is said, what kind of images are to be projected and, yes, of course artists can be and are influenced by politicians,"" he told CNN. ""But what I also think is that our leaders at the very highest level want artists to be able to be free, to be creative and to show this other side of China that is vibrant."" While some of his art is politically charged, Cai has established his reputation as much as a director of the spectacular, with his work often providing a visceral and visual bang. He studied stage design at the Shanghai Drama Institute between 1981 and 1985 before moving to Japan a year after graduation. Now residing in New York, he gained wide-spread international recognition at the Venice Biennale in 1999, winning the Golden Lion prize. However, the work he displayed -- Rent Collection Courtyard, a replica of famous Chinese socialist-realist sculpture -- upset artists of the original piece in Shanghai who believed it diminished the sentiment behind the original work. Born in Fujian in 1957, Cai's father was also an artist, but had a much more traditional outlook than the one Cai developed. ""He and his friends always lamented about the good days and, that there's no vitality in today's art and culture. So, I really rebelled against that. I felt that what they were talking about had very little to do with how our lives were like at that moment,"" he said. Cai began using gunpowder in his work after moving to Japan. Detonating large trails of it on his two-dimensional pieces, creating small mushroom-clouds, or lighting enormous firework displays, explosions have been a continuous theme of his work. ""I have always been a coward as a child. I am not very brave. I am very aware of the fact that I am not very gutsy. So, I am always trying to do things to kind of boost my own sense of courage a bit. So maybe that is why I use gunpowder,"" he told CNN. Cai has proffered different explanations for different projects that feature the same motifs. Perhaps that is not surprising when his influences come from a myriad of sources that include Taoism, Buddhist philosophy and UFO-observations. Recently exhibited at New York's Guggenheim Museum, ""Inopportune: Stage One"" is a set of 9 cars suspended above each other with illuminated shards shooting out. Cai has previously said it denotes Chinese craftiness in stealing western technology, while arrows piercing the life-sized stuffed tigers of ""Inopportune: Stage 2"" are also about the aesthetics of pain. ""For me cars are tigers, they are all bodies of the human form and it is a human form I am working with through this medium. For the cars the energy goes inward out and for the tiger piece the energy flows in,"" he told CNN. Meanings and interpretations then can be fluid, but as well as the explosions and visual excitement, there is a common social theme in his work. The most connected to this ethos is ""Reflection-A Gift from Iwaki 2004."" The skeleton of a wooden boat found off the coast of Iwaki, Japan, that spills delicate pieces of porcelain from its hull is recreated piece by piece by the people who helped excavate it. ""This work and the history of this work belongs to the people of Iwaki and me. It is a shared experience, a shared history,"" he said. ""Some works of art have material other works have form, but this piece has something additional, it has a narrative, it has a story that is just as important as the material and form itself."" Ultimately the most unifying and social part of his work is the spectacle of it all. Everyone loves fireworks, and if Cai's own careful planning and that of the Games organizers come together, he should provide a fitting opening and finale to the world's biggest spectacle.",0.65642166,4516
21,"BERLIN, Germany (CNN) -- Madame Tussauds says it will repair the wax figure of Adolf Hitler beheaded by a visitor over the weekend and return it to its Berlin exhibition space as soon as possible. A wax likeness of Adolf Hitler sits in Berlin's Madame Tussaud's wax museum before Saturday's attack. German police said that a 41-year-old man entered the exhibit shortly after the museum doors opened Saturday and ""made for the Hitler figure,"" scuffling with a guard and the manager before tearing the head off the life-size statue. A police spokesman confirmed to CNN that the man was a former policeman, having spent three years in police training between 1984 and 1987. He did not finish that police training, for personal reasons. The man was released from police custody late afternoon on Saturday.  Watch a museum official describe the attack » . Despite the incident, Madame Tussauds officials said they will show the waxwork of Adolf Hitler in the exhibition again. In a statement the Museum said: ""Madame Tussauds is non-political and makes no comment or value-judgement either on the persons who are exhibited in the Museum or on what they have done during their lifetime. ""Figures are chosen for their popularity or for their influence on the path of history -- for better or for worse. Adolf Hitler stands for a decisive part of Berlin's history, which cannot be denied."" Saturday was the opening day of the Berlin branch of the famous Madame Tussauds wax museum. The presence of the waxwork, which depicted the Nazi dictator sitting at his desk in his bunker shortly before he committed suicide in 1945, in the new museum led to criticism in German media over recent weeks. But the museum's defenders argued Hitler's role in German history must not be ignored. Hitler was shown with a sullen expression, his head slightly down, and one hand on the desk. Berlin is the eighth wax museum for London-based Madame Tussauds, known for its lifelike waxworks depicting famous people including celebrities, politicians, sports stars, artists, and scientists. Famous Germans included in the exhibits are Chancellor Angela Merkel, scientist Albert Einstein, composer Johann Sebastian Bach, and tennis champion Boris Becker. CNN's Diana Magnay contributed to this report.",0.6525099,4719
22,"(CNN) -- Andrew Wyeth, the American painter perhaps best known for his painting of a young woman in a field, ""Christina's World,"" has died, according to an official with the Brandywine River Museum in Pennsylvania. Andrew Wyeth received the National Medal of Arts from President Bush in November 2007. Wyeth, 91, died in his sleep Thursday night at his home near Philadelphia, Pennsylvania, according to Lora Englehart, public relations coordinator for the museum. The acclaimed artist painted landscapes and figure subjects and worked mostly in tempera and watercolor. He was widely celebrated inside and outside of the art world. Wyeth received the Presidential Medal of Freedom in 1963, and President Nixon sponsored an exhibition of Wyeth's paintings at the White House. In 2007, President Bush awarded Wyeth the National Medal of Arts in recognition of his lifetime achievement and contribution to American arts and culture. Two years earlier, Wyeth and his wife, Betsy, presented to the White House his painting ""Jupiter,"" which is displayed in the residence's family sitting room. Bush issued a statement Friday saying that he and first lady Laura Bush ""deeply mourn"" the death of Wyatt. ""Mr. Wyeth captured America in his paintings of his native Pennsylvania and Maine,"" Bush said. ""On behalf of the American people, Laura and I offer our sincere condolences to Betsy and the Wyeth family."" Wyeth, who lived in Chadds Ford, Pennsylvania, and Maine, ""has been enormously popular and critically acclaimed since his first one-man show in 1937,"" according to a biography in InfoPlease. His main subjects were the places and people of Chadds Ford and Cushing, Maine. ""Christina's World,"" painted in 1948, shows a disabled Maine neighbor who drags herself through a field toward her house in the distance. The painting, displayed at the Museum of Modern Art in New York, has been regarded as Wyeth's most popular. ""His 'Helga' pictures, a large group of intimate portraits of a neighbor, painted over many years, were first shown publicly in 1986,"" the InfoPlease biography says. Those were painted in Pennsylvania. Wyeth, the youngest child of painter N.C. Wyeth, formally studied art with his father as a teen, ""drawing in charcoal and painting in oils, the media of choice for N.C. Wyeth. It was during the family's annual summer vacations in Port Clyde, Maine, that Andrew was able to experiment with other media to find his own artistic voice,"" according to a biography in the Farnsworth Art Museum in Maine.",0.6518978,2250
23,"NEW YORK (CNN)  -- Celebrity photographer Annie Leibovitz could lose the right to her entire portfolio of world-famous photographs if she doesn't meet a Tuesday deadline to pay back a $24 million loan she is alleged to owe. Annie Leibovitz appears before her photo of Demi Moore during an exhibition of her work in June in Madrid, Spain. Leibovitz, who has photographed everyone from the Rolling Stones to Queen Elizabeth II, put her art, intellectual property and even real estate assets up for collateral last year when she consolidated her massive debts. Art Capital Group, which restructured the debts, says Leibovitz agreed ""to make Art Capital her 'irrevocable exclusive agent'"" of the assets ""in exchange for a reduced interest rate on the loan."" Now the company is suing Leibovitz for breach of contract, saying she has ""refused to cooperate in the sale of those assets,"" according to a question-and-answer sheet on the lawsuit issued by Art Capital. It also says she has ""refused to pay to Art Capital hundreds of thousands of dollars she owed as part of the same agreement."" Asked by CNN for comment, Leibovitz's attorney, Steven Brawer, said, ""I don't have anything I can tell you."" They have until October 1 to respond to the lawsuit. In the question-and-answer sheet, Art Capital says Leibovitz ""acknowledged that in order to repay the loan she would sell her fine art, intellectual property and real estate assets. She authorized Art Capital to act as agent in the sale of those assets through which Art Capital could recoup its decrease in interest rate. She would have realized a significant gain from that sale."" It says the loan agreement gave Art Capital ""the right to sell the collateral before the loan came due on September 8 and for a two-year period thereafter."" One of Leibovitz's best known photos is of John Lennon with his wife, Yoko Ono, shortly before the Beatles star was assassinated in 1980. She is no stranger to controversy. In 1991, Leibovitz photographed a nude and extremely pregnant Demi Moore for the cover of Vanity Fair. The issue, considered scandalous at the time, was sold in many places nationwide with a sheath of white paper. Last year, Leibovitz photographed Disney star Miley Cyrus wrapped in a bedsheet, eliciting claims that the photographer pressured the teen queen into poses that were too provocative for her young age. In July, Art Capital filed a complaint with the New York Supreme Court, asking it to uphold the sales agreement it signed with Leibovitz, including its right to sell her art and real estate. If the court agrees with Art Capital, it means Leibovitz could end up owing far more than she did originally. Art Capital has asked for an unspecified amount of damages in addition to the money it says the photographer originally borrowed. Art Capital -- through its affiliate, American Photography -- provides financial and consulting services to artists, galleries and art owners, and offers loans based on their intellectual property and fine art assets.",0.64348614,6128
24,"London, England (CNN) -- Sherlock Holmes the movie has already made more than $300 million at the box office worldwide and British tourism officials are hoping it means money for them too. Britain's tourism board has been promoting films for the past 15 years, so they know just how lucrative a movie like ""Sherlock Homes"" can be. ""To give you an example of a typical blockbuster film, it is normally seen by about 120 million people in the first three weeks of opening,"" Visit Britain official Laurence Bresh told CNN. ""Even if a small percentage of those come to visit Britain as a result of this particular film, that's going to have a huge boost in some of those tourism attractions featured in our promotion."" As much of ""Sherlock Holmes"" is set in London this means big business for museum officials and gift shop operators. The Sherlock Holmes Museum at 221b Baker Street is the address where the fictional detective lived, according to the stories by Conan Doyle. Nearby, a nine-foot statue of Holmes greets visitors at the Baker Street Underground station. Inside the museum, visitors can check out Holmes' study, sit in his armchair by the fireside, examine his calabash pipe and observe his chemistry equipment. ""I think Hollywood has put its magic touch on the legend, and they've put, as it were, a magnifying glass over the character and of course things you could say are slightly exaggerated, but that's the wont of Hollywood and that's what makes these blockbusters successful,"" John Riley, Assistant Curator of the Sherlock Holmes Museum said. ""So any new perspective, any new angle always just helps to perpetuate the legend of Sherlock Holmes. And that indirectly will obviously benefit the museum."" About 70,000 visitors a year stop by the Victorian lodging house, though officials are expecting a spike of interest fueled by the new movie. While thousands of tourists flock to visit the museum, many of its visitors are unaware that Sherlock Holmes was actually not real person. ""A few people do think he is a real character, particularly with the tour of his house on 'Baker Street' adding fuel to the fire so to speak,"" Mark Di-Toro from Visit Britain said. ""That is just testament to Doyle's brilliant writing with his true to nature locations in the books meaning tourist can really relate and visit all the fantastic locations."" A. Pawlowski and Phil Han contributed to this report.",0.63995457,9297
25,"LONDON, England (CNN) -- A sculpture of a giant white horse taller than the Statue of Liberty is set to tower over the countryside as part of an unusual scheme to help revive the fortunes of a depressed region of England. The 50-meter high horse will dominate the landscape around Ebbsfleet. The 50-meter equine artwork was Tuesday announced as the winner of a competition to design a landmark to dominate the skyline of the Ebbsfleet Valley, set to be a new stop on the Eurostar London-to-Paris rail link. Designed by artist Mark Wallinger -- whose previous work has included dressing in a bear suit and wandering around a gallery in Berlin -- the £2 million ($3 million) horse will be one of the largest artworks in the UK. Wallinger's horse -- which echoes ancient white horse symbols carved into hillsides around Britain -- beat a shortlist of designs that included a tower of stacked cubes and giant steel nest. Victoria Pomery, head of the panel that selected the design, described the 33-times normal size horse as ""outstanding."" ""Mark is a superb artist of world renown and his sculpture will become a real landmark for Ebbsfleet Valley and the whole region,"" she said. It drew a less favorable response from readers of local Web site Kentnews.com, who described it as a ""waste of money,"" an ""abomination"" and ""depressing."" One correspondent, Andy Smith, added: ""This horse looks extremely silly.""",0.6378747,1692
27,"LONDON, England -- A Colombian sculptor has created a mystery at London's Tate Modern gallery by refusing to reveal how she seemingly managed to crack open a concrete floor. ""Shibboleth"" is Colombian artist Doris Salcedo's first public commission in the United Kingdom. The work by Doris Salcedo begins as a hairline crack then widens and deepens as it snakes across the full 167 meters (548 feet) of the former power station's Turbine Hall. Salcedo said ""Shibboleth,"" a statement about racism, took her more than a year to make but has revealed little else about its construction. She apparently created it elsewhere and spent the past five weeks installing it in the Tate, on the south bank of the River Thames. She refused to say how she managed seemingly to crack open a concrete floor. ""What is important is the meaning of the piece. The making of it is not important,"" she said. Asked how deep the crack goes, she replied: ""It's bottomless. It's as deep as humanity."" Visitors meanwhile are warned not to trip on the crack. Tate director Nicholas Serota insisted the work was no optical illusion. ""This sculpture has been made in the most painstaking, meticulous way by Doris and her team before it was slowly inserted into the Turbine Hall,"" he told the Press Association. ""It has taken five weeks of work here with very considerable disruption to the hall. It's not an illusion - it's there, it's real. ""From the Tate's point of view, there were only two questions: could we realize it in the way Doris envisaged? And once the piece was created, would it damage the structural integrity of the building forever? ""The answer to the first was yes, and to the second was no."" He declined to elaborate further. The installation will be removed next April by filling in the crack. Serota said: ""There is a crack, there is a line, and eventually there will be a scar and that scar will remain. It will remain as a memory of the work and also as a memorial to the issues Doris touches on."" The artist said the work of art represents the gap between white Europeans and the rest of humanity. Wire mesh is on show because it is ""the most common means of control used to define borders and divisions."" Salcedo said of the work: ""It represents borders, the experience of immigrants, the experience of segregation, the experience of racial hatred. ""It is the experience of a Third World person coming into the heart of Europe. ""For example, the space which illegal immigrants occupy is a negative space. And so this piece is a negative space.""  E-mail to a friend .",0.6356759,615
28,"(CNN) -- One man's trash is another man's mystery. Nick DiMola holds what he believes are about 60 artifacts and pieces of artifacts from Mexico. Five years ago, Nick DiMola's rubbish removal company was hired to clean out a Manhattan apartment following the death of the owner, abstract artist Clinton Hill. The contents of a barrel that DiMola salvaged from the trash then has today raised a series of questions. What DiMola holds are about 60 artifacts and pieces of artifacts that he thinks are from Mexico, dating to between 300 B.C. and 500 A.D. The mystery, which the Mexican Consulate in New York is trying to solve, is twofold: How much are the artifacts worth? And, if authentic, whom do they belong to? DiMola first saw the collection of pottery and figurines while cleaning Hill's apartment in 2004. He stored the barrel in his warehouse instead of disposing of it, then promptly forgot about it. Last week, DiMola rediscovered the pieces, only this time he told the New York Daily News about what he had found, announcing that he would sell them. That caught the attention of the Mexican government, which is studying the origins of the items and has claimed them. Now, DiMola wants to donate his find, but not necessarily to Mexico, he told CNN. The Queens native was excited about his discovery when he allowed representatives from the Mexican Cultural Institute to examine and photograph nearly all the pieces, DiMola said. His curiosity about them was growing, and he was expecting an appraisal from the government officials. What he got instead was a heads-up about a possible petition to return the entire collection to Mexico. ""My reaction is that that is not very diplomatic,"" DiMola said. ""It's a blow to the jaw."" Ruben Beltran, Mexico's consul general in New York, was not available for comment Tuesday. However in an interview with the U.S.-based Spanish-language TV network Telemundo, he said that if the pieces are part of Mexican culture, the government will try to get them back. But as of now, no one is certain what the pieces are. Howard Nowes, an ancient art dealer who does appraisals, examined a handful of the pieces that DiMola holds. Nowes told CNN he saw a mix of authentic and non-authentic pre-Columbian pieces, which he valued at $3,000. The pieces were broken and weren't very artistic, he said, adding ""from what I can see, it was mostly junk."" Unfazed, DiMola thinks all the pieces probably are worth more than $16,000 total, he said. ""Something like this, you can't put a price on, because I may have a figure that no one has seen before,"" DiMola said. ""There's a big value in these pieces."" The Mexican government isn't taking any chances, and is conducting its own research into the authenticity and significance of the pieces. Museums in Houston, Texas; San Francisco, California and Washington, D.C., have expressed interest in the pieces as well, DiMola said. He said he'd like to donate the artifacts to museums across the country, and some to the Mexican Cultural Institute at the Mexican Consulate in New York City, but that could change if Mexico uses international law to claim the items. The foundation that hired DiMola to clean the house is unlikely to try to reclaim the pieces, said John Koegel, the attorney who handled Hill's estate. When Hill died, he left all his possessions to his lifelong partner, Allen Tran, Koegel told CNN. In turn, Tran bequeathed all of Hill's possessions to a foundation ""to carry out his artistic legacy,"" he said. Hill had some pieces from Mexico in his apartment that were cataloged, but the artist had no strong connection to the country, Koegel said. For DiMola, all the fuss stems from a simple truth. ""Sometimes you find things that are good and salvageable in the trash,"" he said.",0.63556623,5410
29,"(CNN) -- If a bed and 14 other antiques up for sale in New York next week look familiar, it might be that you saw them in a movie. An American Renaissance gilt, carved, inlaid and ebonized bed is expected to go for $500,000. Pieces of furniture owned by two very rich 19th-century Americans were destined for a trash pile before they were rescued for the silver screen. They will find new life on the auction block next week. Made by the Herter Brothers in the 1870s, the furniture sat in Warner Brothers' Hollywood props department since 1942, when the studio bought it at an estate auction for a fraction of the original cost. Warner Brothers, owned by CNN parent Time Warner Inc., could get $2 million from the auction, and it means valuable space will be cleared out in the props department storage. One studio source said using such expensive -- although authentic -- props on movie sets doesn't make business sense. Jon King, director of Bonham's, the New York auction house that will put the furniture on sale next Thursday, said he did not have the studio's permission to reveal in which movies the furniture might have been used. You can watch post-1942 Warner Brothers period films to find them. ""You have to go slow-motion and stop and start an awful lot,"" King said. ""I would imagine that if any of these were in movies they might steal the scene away from the actors,"" said King, an expert in 19th-century furniture. A New York Times article about the furniture, published in 1995, said it appeared in Warner Brother's ""Saratoga Trunk,"" a 1945 movie starring Gary Cooper and Ingrid Bergman. Few records were kept over the decades to track the pieces' appearances, a studio source said. King said he saw Herter Brothers furniture from the same estate in Alfred Hitchcock's ""Psycho,"" filmed in 1960 on Universal's lots. Universal bought its furniture at the same 1942 estate auction that Warner Brothers attended. The studio sold its collection years ago, King said. The furniture -- in American Renaissance and American Aesthetic styles -- was made with ""very exotic and very expensive materials"" for two very rich California men -- Gov. Milton Slocum Latham and railroad magnate Mark Harper, King said. The most dramatic piece is an ornate bed commissioned for the master bedroom at Latham's Menlo Park, California, home. It could sell for $500,000, King said. ""A lot of people in the field regard that as the finest bed ever made in the 19th century in America,"" King said. ""Basically, the quality of carving and the number of things going on in there in the bed, it's just amazing."" Changing times and tastes made the furniture obsolete for anything but a period movie by 1942. Movie studios were scouring the country for cheap furniture for their props departments, King said. But recent decades have see a steep rise in values for Herter Brothers craftwork, he said. King said next week's sale is significant for collectors because ""this is the last studio collection."" The Herter Brothers -- German immigrants who set up their furniture-making shop in New York City after the Civil War -- also made furniture for the White House, where some pieces remain.",0.6205835,2740
30,"(CNN) -- Famous for honest self-portraits, Mexican artist Frida Kahlo said that she painted her reality and that her paintings carried a message of pain. Her life was full of it, both physical and emotional, and she used it to fuel her art. Frida Kahlo was born in this house and lived in it with her husband, Diego Rivera. Much can be learned about both her private and public life by visiting the home she shared, first with her parents and later with her painter husband, Diego Rivera. The bold blue house with red trim stands out in the quiet residential street of the Coyoacán section of Mexico City. It was painted that way because Kahlo and Rivera felt that the bright colors represented Mexican culture better than the original white paint. This home-turned-museum, known as La Casa Azul, is where Frida Kahlo was born, began to paint and died, making the house a witness to one of the most important artistic lives in Mexican history. The museum entrance leads to a large patio where pre-Columbian sculptures collected by Diego Rivera throughout his lifetime are scattered among the plants and fountains. The couple's love for traditional Mexican art can be seen throughout the house, from the large fireplace designed by Rivera that dominates the first room, resembling a step pyramid like the ones built by the Mayas and Aztecs, to Kahlo's paintings and the couple's collection of smaller sculptures. Some of Kahlo's most well-known works, such as ""Viva la Vida,"" a still life of watermelons, are on display in the museum, but it is the personal objects that tell the most interesting stories. An entire room is dedicated to communist paraphernalia. Kahlo was very politically active and did not hide her political leanings. In fact, she and Rivera invited exiled Russian communist revolutionary Leon Trotsky and his wife to live with them in the late '30s. As visitors move through the museum, it is the remnants of Kahlo and Rivera's private life that begin to tell their story. Part of the collection is a bed with a mirror attached to it, used by Kahlo in order to create many of her celebrated self-portraits. At the age of 18, she was left bedridden for a few months when her spine was broken in a serious bus and trolley accident. It was during those months that Kahlo began to paint, to help pass the time and keep her spirits up. Also on view are several corsets that Kahlo had to wear during her lifetime because of lasting injuries from the accident, several surgeries and a childhood bout of polio. It was because she began painting that Kahlo met Diego Rivera, who was at the time a famous Mexican muralist. Kahlo wanted to know whether she had talent enough to make art a career, so she sought out Rivera to get his opinion. That was the start of their famously tempestuous relationship. They were married for the first time in 1929, but after infidelities on both sides (including an affair between Kahlo and Trotsky), they divorced in 1939. They were married again a year later. She once commented on their relationship, saying that there had been two great accidents in her life, the trolley and Diego; Diego, she claimed, had been the worst of the two. The house, which was witness to the birth of Kahlo on July 6, 1907, was also witness to her death July 13, 1954. Rivera put her ashes in a pre-Columbian urn, which remains in the house to this day. He donated the house in 1957, and it opened to the public as La Casa Azul, Museo Frida Kahlo in 1958. So the blue house, which has seen so much of the history of two of Mexico's most famous artists and was witness to so much of Kahlo's personal suffering, is open to the public, ready to tell their story to all who are willing to listen.",0.61864924,5858
